Date,Mkt-RF,SMB,HML,RF
20151001,0.25,0.02,0.04,0
20151002,1.15,-0.18,-0.24,0
20151005,1.92,-0.37,0.54,0
20151006,0.37,0.06,0.99,0
20151007,0.73,0.16,0.68,0
20151008,0.61,-0.28,0.37,0
20151009,0.63,0.15,-0.02,0
20151012,-0.03,0,-0.06,0
20151013,-0.73,-0.07,0,0
20151014,-0.34,0.22,0.07,0
20151015,1.2,0.07,-0.28,0
20151016,0.28,-0.71,-0.13,0
20151019,-0.17,0.16,-0.65,0
20151020,-0.11,0.02,0.58,0
20151021,-0.31,-0.1,0.2,0
20151022,0.75,-1.09,0.04,0
20151023,1,-0.47,-0.39,0
20151026,-0.02,0.13,-0.36,0
20151027,-0.64,-0.19,-0.68,0
20151028,0.77,-0.2,0.25,0
20151029,-0.12,-0.05,-0.43,0
20151030,-0.05,0.42,-0.18,0
20151102,0.53,0.11,-0.19,0
20151103,0.22,0.11,0,0
20151104,-0.22,0.02,-0.26,0
20151105,-0.1,-0.02,0.04,0
20151106,-0.31,0.24,0,0
20151109,-0.63,0.48,0.11,0
20151110,-0.05,-0.24,-0.01,0
20151111,0.06,-0.04,-0.27,0
20151112,-1.01,0.35,-0.33,0
20151113,-1,0.46,0.31,0
20151116,0.51,-0.72,0.14,0
20151117,0.49,-0.21,-0.31,0
20151118,0.88,-0.32,-0.13,0
20151119,0.47,0.1,-0.04,0
20151120,0.05,0.15,-0.53,0
20151123,-0.14,0.26,-0.11,0
20151124,-0.08,0.5,0.22,0
20151125,0.23,0.07,-0.5,0
20151126,0.25,-0.09,-0.04,0
20151127,-0.18,0.14,-0.22,0
20151130,-0.26,0.4,0.12,0
20151201,0.94,-0.18,0.08,0
20151202,-0.66,0.39,-0.54,0
20151203,-0.69,0.85,0.29,0
20151204,0.48,-0.81,-0.4,0
20151207,-0.53,-0.24,-0.62,0
20151208,-0.86,0.33,-0.63,0
20151209,-0.23,0.12,0.58,0
20151210,-0.22,-0.2,-0.16,0
20151211,-1.46,0.55,0.07,0
20151214,-0.48,-0.39,-0.38,0
20151215,0.85,-0.81,0.29,0
20151216,1.2,-0.22,-0.19,0
20151217,-0.66,0.52,-0.19,0
20151218,-1.09,1.02,-0.06,0
20151221,0.21,-0.1,-0.21,0
20151222,0.65,-0.18,0.35,0
20151223,1.27,-0.51,0.48,0
20151224,0.09,-0.01,0.18,0
20151225,-0.08,-0.02,-0.11,0
20151228,-0.14,0.19,-0.11,0
20151229,0.94,-0.03,-0.4,0
20151230,-0.46,0.4,-0.22,0
20151231,-0.78,0.3,0.23,0
20160101,0.02,0,-0.01,0
20160104,-1.87,0.21,0.35,0
20160105,-0.09,-0.26,0.2,0
20160106,-1.22,0.21,-0.12,0
20160107,-1.89,0.23,0.1,0
20160108,-1.04,0.15,-0.09,0
20160111,-0.4,-0.56,0.1,0
20160112,0.26,-0.94,-0.52,0
20160113,-1.13,0.57,0.58,0
20160114,0.17,-0.9,0.16,0
20160115,-1.89,0.56,0,0
20160118,-0.45,-0.56,-0.31,0
20160119,0.38,-0.42,-0.22,0
20160120,-1.86,0.51,-0.67,0
20160121,0.39,-1,0.14,0
20160122,2.38,0.06,-0.08,0
20160125,-0.75,0.94,-0.94,0
20160126,0.86,-0.59,0.52,0
20160127,-0.18,0.19,1.03,0
20160128,0.05,-0.01,0.43,0
20160129,1.92,-0.68,0.23,0
20160201,0.39,0.43,-0.93,0
20160202,-1.68,0.74,-0.59,0
20160203,0.24,-0.05,0.27,0
20160204,0.43,-0.28,0.89,0
20160205,-1.63,-0.14,1.34,0
20160208,-1.55,0.52,0.63,0
20160209,-0.9,-0.75,-0.63,0
20160210,0.24,-0.23,-0.37,0
20160211,-1.36,0.84,-0.74,0
20160212,0.89,-1.98,0.81,0
20160215,1.34,0.35,0.07,0
20160216,0.98,-0.14,-0.43,0
20160217,1.6,-0.35,-0.28,0
20160218,0.11,0.89,-0.01,0
20160219,-0.2,0.21,-0.59,0
20160222,1.1,-0.4,0.09,0
20160223,-1.05,0.58,-0.28,0
20160224,-0.36,0.48,-0.26,0
20160225,1.23,-0.54,0.19,0
20160226,0.09,-0.01,0.42,0
20160229,-0.33,0.59,0.19,0
20160301,1.68,-0.9,-0.17,0
20160302,0.97,0.35,0.69,0
20160303,0.67,0.22,0.82,0
20160304,0.67,0.35,0.36,0
20160307,0.09,0.56,0.31,0
20160308,-1.09,-0.27,-0.4,0
20160309,0.27,-0.45,0.04,0
20160310,0.1,0.21,0.24,0
20160311,1.66,-0.52,0.33,0
20160314,0.14,0.25,-0.32,0
20160315,-0.57,-0.24,0.17,0
20160316,0.74,0.17,-0.03,0
20160317,0.85,0.46,0.64,0
20160318,0.16,0.17,-0.21,0
20160321,-0.13,-0.16,-0.18,0
20160322,0.05,0.2,-0.25,0
20160323,-0.72,-0.31,-0.39,0
20160324,-0.51,0.42,-0.44,0
20160325,0.01,-0.17,0.11,0
20160328,0.26,0.09,0.07,0
20160329,1.06,0.58,-0.56,0
20160330,0.67,-0.12,-0.09,0
20160331,-0.29,0.32,-0.32,0
20160401,-0.29,-0.19,-0.61,0
20160404,-0.18,0.08,-0.5,0
20160405,-1.29,0.1,-0.37,0
20160406,0.94,-0.16,-0.5,0
20160407,-0.79,0.6,-0.17,0
20160408,0.77,-0.03,0.7,0
20160411,-0.01,0.28,0.52,0
20160412,0.84,-0.4,0.59,0
20160413,1.23,-0.36,0.54,0
20160414,0.43,-0.01,0.22,0
20160415,-0.04,0.24,-0.2,0
20160418,0.2,-0.13,-0.18,0
20160419,1.1,-0.16,0.79,0
20160420,-0.01,-0.28,0.44,0
20160421,-0.12,0.3,0.06,0
20160422,-0.28,-0.02,0.43,0
20160425,-0.23,0.06,-0.27,0
20160426,0.23,-0.12,0.72,0
20160427,0.13,0.13,0.47,0
20160428,-0.35,0.56,0,0
20160429,-0.34,0.59,0.22,0
20160502,0.3,-0.36,-0.56,0
20160503,-1.2,0.05,-0.56,0
20160504,-0.82,0.19,-0.13,0
20160505,-0.18,-0.14,-0.05,0
20160506,0.07,0.05,0.22,0
20160509,0.01,-0.01,-1.2,0
20160510,1.09,-0.57,0.36,0
20160511,-0.37,0.53,0.33,0
20160512,-0.32,-0.22,0.23,0
20160513,-0.67,0.25,-0.44,0
20160516,0.61,-0.41,0.1,0
20160517,-0.33,0.34,0.29,0
20160518,-0.19,-0.45,0.28,0
20160519,-0.52,0.21,-0.1,0
20160520,0.82,0.15,-0.22,0
20160523,-0.11,0.6,-0.29,0
20160524,0.95,-0.67,-0.24,0
20160525,0.91,-0.3,0.54,0
20160526,0.21,0.02,-0.11,0
20160527,0.15,-0.03,-0.2,0
20160530,0.15,0.06,-0.11,0
20160531,-0.06,0.68,-0.19,0
20160601,0.01,0.29,-0.1,0
20160602,0,0.01,-0.36,0
20160603,0.49,0.74,-0.03,0
20160606,0.38,-0.24,0.26,0
20160607,0.52,0.01,0.25,0
20160608,0.29,0.37,0.09,0
20160609,-0.69,0.16,-0.25,0
20160610,-1.5,0.13,-0.12,0
20160613,-1.24,-0.31,-0.07,0
20160614,-0.97,-0.32,0.05,0
20160615,0.3,0.08,-0.05,0
20160616,-0.33,-0.76,-0.08,0
20160617,0.45,0.16,0.72,0
20160620,1.74,0.28,-0.03,0
20160621,0.16,-0.43,0.07,0
20160622,0.06,-0.24,0,0
20160623,1.41,-0.38,0.32,0
20160624,-5.1,0.83,-0.79,0
20160627,-2.27,0.11,-0.2,0
20160628,1.7,-0.52,-0.17,0
20160629,2.11,-0.26,-0.25,0
20160630,1.05,-0.23,0.03,0
20160701,0.64,0.48,-0.15,0
20160704,0.07,0.13,0.07,0
20160705,-1.19,-0.25,-0.51,0
20160706,-0.14,-0.04,-0.28,0
20160707,0.12,0.12,-0.24,0
20160708,1.15,-0.12,0.28,0
20160711,0.84,0.26,0.29,0
20160712,0.93,0.07,0.74,0
20160713,0.12,-0.03,0.43,0
20160714,0.61,-0.32,0.29,0
20160715,-0.2,-0.06,0.33,0
20160718,0.18,-0.03,-0.29,0
20160719,-0.3,-0.01,-0.07,0
20160720,0.5,-0.02,-0.78,0
20160721,-0.04,0.31,0.43,0
20160722,0.02,-0.26,-0.16,0
20160725,-0.08,0.17,-0.3,0
20160726,0.14,0.21,0.1,0
20160727,0.31,0.36,0.17,0
20160728,-0.18,-0.08,-0.33,0
20160729,0.95,0.33,0.49,0
20160801,-0.3,-0.09,-0.63,0
20160802,-0.54,0.3,-0.45,0
20160803,-0.26,-0.24,0.33,0
20160804,0.27,-0.03,0.41,0
20160805,0.56,-0.25,0.4,0
20160808,0.2,0.02,0.96,0
20160809,0.55,-0.01,-0.05,0
20160810,0.01,0.04,-0.01,0
20160811,0.37,-0.2,-0.05,0
20160812,0.16,0.41,-0.19,0
20160815,0.27,0.23,-0.12,0
20160816,-0.32,0.21,0.21,0
20160817,-0.05,-0.35,0.38,0
20160818,0.38,0.24,0.27,0
20160819,-0.35,0.08,-0.05,0
20160822,0.03,0.22,-0.38,0
20160823,0.34,0.02,-0.09,0
20160824,-0.34,0,0.18,0
20160825,-0.25,0.04,0.22,0
20160826,-0.47,-0.12,-0.03,0
20160829,0.4,-0.11,0.33,0
20160830,-0.23,-0.17,0.27,0
20160831,-0.15,0.03,0.32,0
20160901,0.26,0.23,-0.17,0
20160902,0.64,-0.36,0.2,0
20160905,0.21,0.21,0.16,0
20160906,0.64,0.69,-0.36,0
20160907,0.1,0.36,-0.14,0
20160908,-0.26,0.12,0.46,0
20160909,-1.82,0.22,0.37,0
20160912,0.41,-0.4,-0.41,0
20160913,-1.3,0.26,-0.69,0
20160914,-0.04,0.04,-0.48,0
20160915,0.71,-0.16,-0.3,0
20160916,-0.57,0.51,-0.37,0
20160919,0.42,0.04,0.23,0
20160920,0.04,-0.1,-0.35,0
20160921,1.34,0.17,0.74,0
20160922,0.81,-0.04,0.11,0
20160923,-0.53,0.32,-0.28,0
20160926,-0.85,0.32,-0.32,0
20160927,0.37,-0.08,-0.52,0
20160928,0.5,0.08,0.43,0
20160929,-0.44,0.05,0.64,0
20160930,0.29,-0.21,-0.17,0
20161003,-0.09,0.22,-0.12,0
20161004,-0.25,-0.12,0.03,0
20161005,0.29,-0.01,0.72,0
20161006,-0.28,-0.17,0.32,0
20161007,-0.34,-0.11,0.42,0
20161010,0.32,-0.14,0.15,0
20161011,-1.07,0.13,0.19,0
20161012,-0.32,-0.25,0.13,0
20161013,-0.26,0.09,-0.3,0
20161014,0.14,-0.3,0.25,0
20161017,-0.23,0.16,0.29,0
20161018,0.74,-0.13,0.13,0
20161019,0.32,0.14,0.36,0
20161020,-0.13,-0.05,0.14,0
20161021,-0.15,-0.07,-0.03,0
20161024,0.29,-0.16,0.09,0
20161025,-0.26,-0.15,0.35,0
20161026,-0.22,-0.31,0.33,0
20161027,-0.37,-0.56,0.4,0
20161028,0.07,0.27,0.32,0
20161031,-0.11,0,-0.01,0
20161101,-0.3,0.25,0.16,0
20161102,-0.79,-0.18,-0.09,0
20161103,-0.17,0.13,0.56,0
20161104,-0.45,0.23,-0.19,0
20161107,1.37,-0.65,-0.17,0
20161108,0.26,-0.34,-0.03,0
20161109,0.04,-0.5,0.29,0
20161110,0.69,1.16,1.45,0
20161111,-0.21,0.57,0.25,0
20161114,-0.2,0.28,1.06,0
20161115,0.5,-0.5,0.12,0
20161116,-0.09,0.33,-0.31,0
20161117,0.24,-0.29,-0.31,0
20161118,-0.3,0.46,0.08,0
20161121,0.74,-0.3,0.2,0
20161122,0.26,0.22,0.5,0
20161123,-0.21,0.03,-0.01,0
20161124,0.1,-0.09,-0.04,0
20161125,0.44,-0.11,-0.23,0
20161128,-0.33,0.15,0.06,0
20161129,0.13,-0.33,-0.16,0
20161130,-0.32,-0.26,1.15,0
20161201,-0.01,0.07,1.58,0
20161202,-0.03,0,0.18,0
20161205,0.63,0.07,0.35,0
20161206,0.47,0.01,0.61,0
20161207,1.18,-0.52,0.71,0
20161208,0.31,0.3,0.56,0
20161209,0.28,-0.43,-0.23,0
20161212,0.01,-0.22,0.05,0
20161213,0.64,-0.43,-0.43,0
20161214,-1.06,-0.15,-0.47,0
20161215,-0.04,-0.24,0.11,0
20161216,0.08,0.1,0.05,0
20161219,0.01,0.03,-0.22,0
20161220,0.29,-0.04,0.25,0
20161221,-0.1,-0.05,0.1,0
20161222,-0.19,-0.24,0.1,0
20161223,0.16,0.24,-0.18,0
20161226,-0.01,0.1,-0.2,0
20161227,0.13,0.04,-0.09,0
20161228,-0.43,0.45,0.07,0
20161229,0.11,0.18,-0.21,0
20161230,-0.18,0.24,0.02,0
20170102,-0.06,-0.03,0.05,0
20170103,0.53,-0.27,0.33,0
20170104,1.03,0.5,0.28,0
20170105,0.5,0.06,-0.37,0
20170106,-0.24,-0.48,-0.48,0
20170109,-0.1,0.07,-0.61,0
20170110,0.09,0.34,0.19,0
20170111,0.44,-0.13,0.54,0
20170112,-0.27,-0.09,-0.25,0
20170113,0.53,0.14,0.01,0
20170116,-0.38,0.01,-0.25,0
20170117,0.05,-0.08,-0.14,0
20170118,-0.28,-0.27,-0.1,0
20170119,-0.04,0.01,0.11,0
20170120,0.35,0,0.29,0
20170123,-0.05,0.34,-0.08,0
20170124,0.39,0.02,0.45,0
20170125,1.01,-0.02,0.38,0
20170126,-0.2,-0.31,0.16,0
20170127,-0.08,-0.02,-0.45,0
20170130,-0.59,0.1,-0.4,0
20170131,0.08,0.53,-0.16,0
20170201,0.17,0.09,0.09,0
20170202,-0.1,-0.08,-0.21,0
20170203,0.65,0.09,0.32,0
20170206,-0.26,0.04,-0.17,0
20170207,-0.2,-0.22,-0.38,0
20170208,0.26,0.04,-0.32,0
20170209,0.26,-0.13,-0.12,0
20170210,0.54,0.27,0.36,0
20170213,0.42,-0.14,0.18,0
20170214,0.06,0.02,0.12,0
20170215,0.59,0.01,-0.03,0
20170216,0.12,0.01,0.05,0
20170217,-0.08,-0.08,-0.58,0
20170220,0.04,0.07,0,0
20170221,0.3,-0.2,0.12,0
20170222,0.01,-0.18,-0.09,0
20170223,0.07,-0.12,-0.04,0
20170224,-0.28,-0.04,-0.62,0
20170227,-0.04,0.21,-0.4,0
20170228,-0.26,-0.26,0.02,0
20170301,1.15,-0.42,0.44,0
20170302,-0.45,-0.13,-0.38,0
20170303,0.24,-0.12,0.18,0
20170306,-0.38,-0.01,-0.12,0
20170307,-0.26,-0.01,-0.04,0
20170308,-0.29,-0.06,-0.51,0
20170309,0.08,-0.31,-0.13,0
20170310,0.63,0.11,-0.08,0
20170313,0.18,0.11,-0.02,0
20170314,-0.44,0,-0.29,0
20170315,1.07,0.13,0.2,0
20170316,0.32,0.27,0.23,0
20170317,-0.02,0.37,-0.29,0
20170320,-0.13,0.18,-0.34,0
20170321,-0.76,-0.05,-0.11,0
20170322,-0.27,-0.35,-0.5,0
20170323,0.19,0.27,0.17,0
20170324,0.09,0.15,-0.1,0
20170327,-0.03,0.02,-0.28,0
20170328,0.55,-0.09,0.43,0
20170329,0.26,0.18,-0.11,0
20170330,-0.1,-0.21,0.27,0
20170331,-0.13,0.27,-0.37,0
20170403,-0.17,-0.13,-0.18,0
20170404,-0.02,-0.36,0.02,0
20170405,-0.23,-0.09,-0.12,0
20170406,-0.03,-0.18,0.14,0
20170407,-0.09,0.07,-0.07,0
20170410,0.23,0.13,0.23,0
20170411,0.1,0.28,0.06,0
20170412,-0.14,-0.19,-0.37,0
20170413,-0.72,0.16,-0.73,0
20170414,-0.01,-0.1,0.06,0
20170417,0.59,-0.04,-0.1,0
20170418,-0.17,0.45,-0.22,0
20170419,-0.18,0.26,-0.21,0
20170420,0.57,-0.13,0.12,0
20170421,-0.03,0.14,0.14,0
20170424,1.59,-0.56,0.48,0
20170425,0.57,0.06,0.1,0
20170426,0.19,0.42,0.23,0
20170427,-0.09,0.14,-0.75,0
20170428,-0.14,-0.02,-0.19,0
20170501,0.11,0.07,-0.16,0
20170502,0.4,-0.08,-0.13,0
20170503,-0.38,-0.38,0.09,0
20170504,0.42,-0.23,-0.22,0
20170505,0.48,-0.29,0.22,0
20170508,-0.03,0.24,0.07,0
20170509,-0.16,0.27,-0.54,0
20170510,0.17,0.16,0.09,0
20170511,-0.19,-0.01,0.01,0
20170512,0.13,-0.15,-0.44,0
20170515,0.46,-0.12,0.2,0
20170516,0.38,0.21,-0.11,0
20170517,-1.14,0.37,-0.03,0
20170518,-0.25,-0.38,-0.4,0
20170519,0.94,-0.06,0.39,0
20170522,0.46,0.14,-0.2,0
20170523,-0.02,-0.08,0.15,0
20170524,0.37,0.15,-0.24,0
20170525,0.15,-0.24,-0.42,0
20170526,-0.09,-0.01,-0.1,0
20170529,-0.06,0.06,-0.09,0
20170530,0.01,-0.01,-0.21,0
20170531,0.06,0.01,-0.44,0
20170601,0.64,0.21,0.09,0
20170602,0.76,0.27,-0.2,0
20170605,-0.23,0,-0.21,0
20170606,-0.24,0.07,0.29,0
20170607,0,-0.04,0.02,0
20170608,-0.07,0.36,0.41,0
20170609,-0.07,-0.16,1.31,0
20170612,-0.25,-0.12,0.55,0
20170613,0.53,0.1,-0.27,0
20170614,-0.06,0.12,-0.54,0
20170615,-0.7,-0.36,-0.25,0
20170616,0.36,0.09,-0.01,0
20170619,0.62,-0.14,-0.48,0
20170620,-0.57,0.28,-0.28,0
20170621,-0.12,0.01,-0.66,0
20170622,0.05,0.27,-0.17,0
20170623,0.18,0.28,-0.1,0
20170626,0.07,-0.02,0.16,0
20170627,-0.3,-0.01,1.02,0
20170628,0.68,-0.19,0.32,0
20170629,-0.5,0.53,0.9,0
20170630,-0.16,0.09,-0.18,0
20170703,0.09,-0.27,0.9,0
20170704,-0.14,-0.19,0.22,0
20170705,0.19,-0.14,-0.38,0
20170706,-0.55,0.1,0.28,0
20170707,0.18,-0.18,-0.38,0
20170710,0.21,-0.16,-0.02,0
20170711,0.09,0.28,-0.03,0
20170712,0.7,-0.17,-0.26,0
20170713,0.24,0.03,0.02,0
20170714,0.64,0.1,-0.14,0
20170717,0,0.12,0.09,0
20170718,0.01,0.08,-0.19,0
20170719,0.48,0.09,-0.07,0
20170720,0.28,0.01,0.06,0
20170721,-0.21,0.15,-0.12,0
20170724,-0.18,0.21,-0.03,0
20170725,0.24,-0.1,0.44,0
20170726,0.39,-0.1,-0.16,0
20170727,-0.2,-0.17,0.12,0
20170728,-0.11,0.19,0.3,0
20170731,0.11,0.04,0.32,0
20170801,0.27,-0.42,0.23,0
20170802,-0.01,-0.24,0.01,0
20170803,0.01,-0.09,-0.07,0
20170804,0.01,-0.03,0.03,0
20170807,0.18,0.06,-0.16,0
20170808,-0.16,0.06,0.01,0
20170809,-0.36,-0.29,-0.09,0
20170810,-1,0.31,0.17,0
20170811,-0.09,-0.04,-0.35,0
20170814,0.57,-0.42,-0.24,0
20170815,-0.14,-0.33,-0.17,0
20170816,0.48,0.1,-0.18,0
20170817,-1.02,0.58,-0.1,0
20170818,-0.26,0.04,0.16,0
20170821,0.07,-0.02,-0.03,0
20170822,0.61,-0.39,-0.25,0
20170823,-0.07,0.28,0.27,0
20170824,-0.14,0.15,0.07,0
20170825,0.4,0.24,0.28,0
20170828,0.05,0.24,-0.25,0
20170829,-0.28,0.05,-0.26,0
20170830,0.24,-0.19,-0.25,0
20170831,0.8,0.19,-0.18,0
20170901,0.21,0.2,0.24,0
20170904,-0.16,-0.23,0.04,0
20170905,-0.39,0.19,-0.29,0
20170906,0.18,0.04,0.05,0
20170907,0.43,0.29,-0.44,0
20170908,0.03,0.04,0.09,0
20170911,0.64,-0.53,0.04,0
20170912,0.42,0,0.35,0
20170913,-0.11,0.16,0.18,0
20170914,0.03,0.07,-0.05,0
20170915,0.08,0.14,-0.02,0
20170918,0.13,-0.05,0.13,0
20170919,0.38,0.04,0.16,0
20170920,-0.17,0.01,0.18,0
20170921,-0.09,-0.02,0.47,0
20170922,0.13,0.13,0.05,0
20170925,-0.25,0.34,0.12,0
20170926,-0.19,-0.08,0.29,0
20170927,0.28,0.22,0.15,0
20170928,0.37,0.38,0.02,0
20170929,0.32,-0.05,-0.19,0
20171002,0.21,0.22,-0.13,0
20171003,0.28,-0.1,0.11,0
20171004,0.03,0.01,-0.31,0
20171005,0.18,-0.41,0.08,0
20171006,0,0.06,-0.03,0
20171009,-0.09,-0.05,-0.08,0
20171010,0.43,0.17,0.08,0
20171011,0.24,-0.12,-0.11,0
20171012,-0.03,0.2,-0.55,0
20171013,0.19,0.06,-0.03,0
20171016,0.04,-0.13,0.14,0
20171017,-0.08,-0.22,-0.05,0
20171018,0.13,-0.19,0.06,0
20171019,-0.02,-0.33,0.2,0
20171020,0.1,-0.24,0.09,0
20171023,-0.2,-0.01,0.13,0
20171024,0.05,-0.08,0.4,0
20171025,-0.36,0.17,-0.02,0
20171026,-0.01,-0.23,0.03,0
20171027,0.57,-0.03,-0.64,0
20171030,0,0.13,-0.07,0
20171031,0.11,0.3,-0.2,0
20171101,0.16,-0.26,0.26,0
20171102,0.07,-0.09,0.37,0
20171103,0.13,-0.19,-0.46,0
20171106,0.17,0.22,0.1,0
20171107,-0.21,-0.42,-0.07,0
20171108,0.14,-0.06,-0.21,0
20171109,-0.35,-0.07,0.36,0
20171110,-0.17,0.06,-0.14,0
20171113,-0.28,-0.35,-0.13,0
20171114,-0.03,-0.15,-0.1,0
20171115,-0.63,-0.35,0,0
20171116,0.77,0.24,-0.53,0
20171117,0.02,0.45,0.16,0
20171120,0.06,0.18,-0.2,0
20171121,0.66,0.2,-0.16,0
20171122,0.33,0.52,0.14,0
20171123,0.06,-0.08,0.01,0
20171124,0.27,-0.03,-0.18,0
20171127,-0.24,-0.07,-0.25,0
20171128,0.52,-0.25,0.05,0
20171129,0.01,0.11,1.01,0
20171130,0.46,-0.29,-0.16,0
20171201,-0.15,0.11,0.24,0
20171204,-0.05,-0.29,0.65,0
20171205,-0.37,-0.15,-0.13,0
20171206,-0.37,-0.54,-0.44,0
20171207,0.26,0.1,-0.2,0
20171208,0.52,-0.21,-0.02,0
20171211,0.22,-0.15,-0.02,0
20171212,0.12,-0.21,0.23,0
20171213,0.25,0.43,-0.34,0
20171214,-0.47,0.25,-0.22,0
20171215,0.24,-0.08,-0.17,0
20171218,0.9,0.12,0.2,0
20171219,-0.16,0.04,-0.12,0
20171220,-0.1,0.23,0.37,0
20171221,0.35,0.2,0.32,0
20171222,-0.05,0.15,-0.13,0
20171225,0.03,-0.02,0.01,0
20171226,-0.06,0.14,-0.06,0
20171227,0.22,0.34,-0.19,0
20171228,0.23,0.22,0.04,0
20171229,-0.19,0.25,0.09,0
20180101,0.03,0.01,0.02,0
20180102,0.64,0.21,-0.03,0
20180103,0.38,-0.21,-0.17,0
20180104,0.89,-0.2,0.44,0
20180105,0.58,-0.31,-0.31,0
20180108,0.03,0.02,-0.07,0
20180109,0.24,-0.08,-0.12,0
20180110,-0.01,0.14,0.55,0
20180111,0.57,0.19,0.29,0
20180112,0.76,-0.12,0.12,0
20180115,0.29,0.2,-0.1,0
20180116,-0.22,-0.23,-0.05,0
20180117,0.27,-0.44,-0.3,0
20180118,-0.03,-0.23,-0.25,0
20180119,0.49,0.31,-0.12,0
20180122,0.63,-0.16,-0.19,0
20180123,0.44,0.23,-0.2,0
20180124,0.15,0.17,0.23,0
20180125,-0.3,-0.09,-0.18,0
20180126,0.92,-0.25,-0.48,0
20180129,-0.58,0.18,-0.06,0
20180130,-0.92,-0.04,-0.23,0
20180131,-0.21,-0.29,-0.14,0
20180201,0.3,0.4,0.38,0.01
20180202,-1.87,0.25,-0.1,0.01
20180205,-3.1,0.58,0.17,0.01
20180206,-0.34,-1.78,-0.28,0.01
20180207,0.06,0.52,-0.1,0.01
20180208,-2.34,1.46,0.24,0.01
20180209,0.08,-0.91,-0.35,0.01
20180212,1.18,-0.37,-0.2,0.01
20180213,0.16,0.14,-0.28,0.01
20180214,1.37,-0.37,-0.03,0.01
20180215,1.19,-0.04,-0.47,0.01
20180216,0.2,0.23,-0.03,0.01
20180219,0.06,0.48,0.14,0.01
20180220,-0.54,0.09,-0.37,0.01
20180221,-0.35,0.4,0.07,0.01
20180222,0.06,0.04,-0.23,0.01
20180223,0.95,-0.31,0.05,0.01
20180226,0.89,-0.44,-0.17,0.01
20180227,-0.89,0.09,0.12,0.01
20180228,-1.02,0.33,-0.4,0.01
20180301,-0.98,0.52,0.21,0.01
20180302,-0.15,0.19,-0.45,0.01
20180305,0.59,-0.76,-0.16,0.01
20180306,0.71,0.62,-0.04,0.01
20180307,-0.04,0.13,-0.26,0.01
20180308,0.36,-0.28,-0.52,0.01
20180309,1.06,-0.41,-0.19,0.01
20180312,0.35,0.39,0.2,0.01
20180313,-0.45,0.43,0.04,0.01
20180314,-0.38,0.26,-0.26,0.01
20180315,-0.13,-0.22,-0.03,0.01
20180316,0.09,-0.19,0.34,0.01
20180319,-1,0.36,0.18,0.01
20180320,-0.09,-0.27,0.05,0.01
20180321,0.27,0.47,0.37,0.01
20180322,-1.77,0.88,-0.12,0.01
20180323,-1.68,0.13,0.01,0.01
20180326,1.47,-0.86,-0.34,0.01
20180327,-0.54,0.56,0.51,0.01
20180328,-0.54,-0.52,0.15,0.01
20180329,0.99,-0.35,-0.15,0.01
20180330,0.13,0.17,0,0.01
20180402,-1.28,0.49,0.28,0.01
20180403,0.37,-0.35,-0.04,0.01
20180404,0.48,-0.19,-0.2,0.01
20180405,0.96,-0.46,0.28,0.01
20180406,-1.13,0.84,0.06,0.01
20180409,0.41,-0.1,-0.24,0.01
20180410,1.28,-0.29,0.06,0.01
20180411,-0.37,0.4,0.44,0.01
20180412,0.41,-0.33,-0.07,0.01
20180413,-0.07,0.16,0.3,0.01
20180416,0.56,-0.08,-0.06,0.01
20180417,0.69,-0.4,-0.53,0.01
20180418,0.32,0.23,0.16,0.01
20180419,-0.38,0.04,0.76,0.01
20180420,-0.6,0.14,0.39,0.01
20180423,-0.25,-0.39,0.25,0.01
20180424,-0.53,0.41,0.71,0.01
20180425,-0.35,-0.32,-0.03,0.01
20180426,0.64,-0.38,-0.61,0.01
20180427,0.21,-0.12,-0.14,0.01
20180430,-0.46,0.17,-0.08,0.01
20180501,-0.17,-0.1,-0.34,0.01
20180502,-0.27,0.71,-0.16,0.01
20180503,-0.1,0.17,-0.3,0.01
20180504,0.76,-0.36,-0.16,0.01
20180507,0.32,0.1,-0.25,0.01
20180508,0.01,0.21,-0.08,0.01
20180509,0.52,-0.35,0.01,0.01
20180510,0.74,-0.3,0.13,0.01
20180511,0.34,0.15,0.01,0.01
20180514,0.08,-0.12,-0.04,0.01
20180515,-0.61,0.16,0.24,0.01
20180516,0.19,0.17,-0.32,0.01
20180517,0.15,0.27,0.02,0.01
20180518,-0.18,0.31,-0.4,0.01
20180521,0.56,-0.14,-0.11,0.01
20180522,-0.19,-0.18,0.3,0.01
20180523,-0.34,0.16,-0.74,0.01
20180524,-0.16,0.6,-1.14,0.01
20180525,-0.41,-0.39,-0.04,0.01
20180528,-0.14,-0.02,-0.24,0.01
20180529,-1.12,0.65,-0.5,0.01
20180530,0.86,-0.36,0.09,0.01
20180531,-0.33,0.55,-0.51,0.01
20180601,0.67,-0.51,0.07,0.01
20180604,0.6,0.07,-0.1,0.01
20180605,0.06,0.33,-0.43,0.01
20180606,0.62,-0.35,0.15,0.01
20180607,0.08,0.11,0.65,0.01
20180608,0,0.07,-0.42,0.01
20180611,0.27,-0.1,-0.06,0.01
20180612,0.02,0.06,-0.51,0.01
20180613,-0.07,0.09,-0.1,0.01
20180614,-0.21,-0.26,-0.43,0.01
20180615,-0.22,-0.14,-0.4,0.01
20180618,-0.33,0.31,-0.02,0.01
20180619,-0.72,-0.08,0.16,0.01
20180620,0.25,0.26,-0.45,0.01
20180621,-0.56,0.08,-0.27,0.01
