Date,Mkt-RF,SMB,HML,RF
19980901,1.32,-0.99,-0.47,0.02
19980902,0.85,0.2,0.03,0.02
19980903,-0.65,0.42,-0.19,0.02
19980904,-0.31,0.44,-0.32,0.02
19980907,1.27,-0.27,0.43,0.02
19980908,2.85,-1.23,-0.77,0.02
19980909,-1.57,0.31,-0.23,0.02
19980910,-1.92,1.3,0.27,0.02
19980911,0.84,-0.46,-0.69,0.02
19980914,1.92,-1.27,0.04,0.02
19980915,0.08,-0.43,0.1,0.02
19980916,0.71,-0.44,0.03,0.02
19980917,-2.47,1.59,0.19,0.02
19980918,-0.35,0.64,-0.16,0.02
19980921,-1.31,-0.08,-0.44,0.02
19980922,1.01,-0.4,-0.23,0.02
19980923,2.51,-1.65,-0.46,0.02
19980924,-0.87,1.12,0.06,0.02
19980925,-0.79,-0.07,-0.34,0.02
19980928,0.84,-0.6,0.16,0.02
19980929,-0.09,-0.16,-0.19,0.02
19980930,-2.42,1.65,-0.09,0.02
19981001,-3.1,0.62,0.77,0.01
19981002,-0.23,-0.8,0.72,0.01
19981005,-1.68,-0.58,0.84,0.01
19981006,1.32,-1.45,0.66,0.01
19981007,0.63,0.48,1.28,0.01
19981008,-2.42,-0.15,0.22,0.01
19981009,1.99,-0.91,0.05,0.01
19981012,2.47,-1.02,-0.65,0.01
19981013,-0.28,-0.68,0.1,0.01
19981014,0.99,-0.51,-0.37,0.01
19981015,3.01,-0.81,-0.63,0.01
19981016,1.59,0.28,-0.31,0.01
19981019,0.34,1.05,-0.12,0.01
19981020,0.97,-0.21,0.3,0.01
19981021,-0.04,0.61,-0.29,0.01
19981022,0.49,0.59,-0.56,0.01
19981023,-0.43,0.59,-0.52,0.01
19981026,-0.33,0.37,-0.28,0.01
19981027,0.77,-0.05,-0.08,0.01
19981028,-0.53,0.51,-0.01,0.01
19981029,1.2,-0.49,-0.3,0.01
19981030,1.31,-0.4,0.33,0.01
19981102,1.79,0.04,-0.08,0.01
19981103,-0.26,0.43,-0.01,0.01
19981104,1.29,-0.44,0.32,0.01
19981105,0.05,0.29,-0.47,0.01
19981106,0.11,0.16,-0.55,0.01
19981109,-1.21,0.44,-0.59,0.01
19981110,-0.48,0.06,-0.47,0.01
19981111,0.26,-0.02,0.41,0.01
19981112,-0.61,0.1,-0.04,0.01
19981113,0.32,-0.68,0.27,0.01
19981116,1.44,-0.49,0.14,0.01
19981117,-0.02,-0.3,-0.07,0.01
19981118,0.1,0.13,-0.2,0.01
19981119,0.83,-0.28,-0.04,0.01
19981120,1.12,-0.77,0.01,0.01
19981123,1.38,-1.28,-0.33,0.01
19981124,-0.16,0.48,0.24,0.01
19981125,-0.01,0.39,-0.04,0.01
19981126,0.57,-0.4,0.31,0.01
19981127,0.13,0.34,-0.46,0.01
19981130,-1.66,1.34,0.37,0.01
19981201,-0.44,0.17,-0.35,0.02
19981202,0.13,0.36,0.16,0.02
19981203,-0.56,0.06,0.26,0.02
19981204,0.84,-0.87,-0.48,0.02
19981207,0.36,-0.22,-0.44,0.02
19981208,0.19,0.1,-0.2,0.02
19981209,0.32,-0.16,-0.25,0.02
19981210,-0.6,0.55,0.56,0.02
19981211,-0.53,0.21,-0.31,0.02
19981214,-1.36,0.09,0.63,0.02
19981215,0.6,-0.96,-0.85,0.02
19981216,0.1,-0.2,-0.02,0.02
19981217,1.22,-0.94,-0.15,0.02
19981218,0.6,0.32,-0.4,0.02
19981221,1.24,-0.97,-0.61,0.02
19981222,-0.25,0.01,-0.57,0.02
19981223,1.5,-0.82,-0.44,0.02
19981224,-0.28,0.14,0.01,0.02
19981225,0.08,0.04,0.12,0.02
19981228,0.3,0.06,-0.16,0.02
19981229,0.85,-0.24,-0.31,0.02
19981230,-0.49,0.89,0.39,0.02
19981231,0.45,0.98,0.08,0.02
19990101,-0.07,0.01,-0.01,0.02
19990104,1.06,-0.41,0.14,0.02
19990105,0.67,-0.71,-0.17,0.02
19990106,1.51,-0.91,-0.15,0.02
19990107,0.08,0.63,-0.02,0.02
19990108,-0.02,0.18,0.09,0.02
19990111,-0.72,1.28,0.02,0.02
19990112,-1.57,0.5,-0.23,0.02
19990113,-1.26,0.37,-0.19,0.02
19990114,-0.69,0.73,-0.09,0.02
19990115,1.31,-1.03,-0.42,0.02
19990118,0.89,-0.38,-0.12,0.02
19990119,0.27,0.37,-0.63,0.02
19990120,0.52,-0.11,-0.47,0.02
19990121,-1.18,0.58,0.37,0.02
19990122,-1.32,0.79,-0.16,0.02
19990125,0.36,-0.52,-0.06,0.02
19990126,0.96,-0.12,-0.71,0.02
19990127,-0.65,-0.05,-0.57,0.02
19990128,0.95,-1.06,-0.4,0.02
19990129,0.75,-0.23,-0.19,0.02
19990201,0.23,-0.01,0.11,0.02
19990202,-0.35,0.61,0.16,0.02
19990203,-0.14,0.07,-0.58,0.02
19990204,-0.79,0.69,0.5,0.02
19990205,-1.03,-0.12,0.56,0.02
19990208,0,-0.22,-0.02,0.02
19990209,-1.76,0.74,0.74,0.02
19990210,-0.16,-0.49,-0.14,0.02
19990211,1.44,-0.78,-0.8,0.02
19990212,-0.45,0.17,0.35,0.02
19990215,-0.18,-0.14,-0.02,0.02
19990216,0.2,-0.95,-0.22,0.02
19990217,-1,0.17,0.43,0.02
19990218,0.31,-0.7,0.13,0.02
19990219,-0.23,-0.08,-0.53,0.02
19990222,1.7,-1.06,-0.55,0.02
19990223,0.4,-0.07,-0.4,0.02
19990224,-0.54,0.27,-0.18,0.02
19990225,-0.54,0.58,0.38,0.02
19990226,-0.39,0.37,0.36,0.02
19990301,-0.78,0.58,0,0.02
19990302,-0.4,0.07,0.29,0.02
19990303,-0.43,-0.22,0.07,0.02
19990304,0.71,-1,-0.14,0.02
19990305,2.13,-1.01,-0.08,0.02
19990308,0.55,0.13,-0.48,0.02
19990309,0.2,-0.05,-0.06,0.02
19990310,0.78,-0.1,0.55,0.02
19990311,1.05,-0.67,0.19,0.02
19990312,-0.25,0.05,0.42,0.02
19990315,0.58,-0.16,-0.15,0.02
19990316,0.45,0.17,0,0.02
19990317,-0.33,0.2,0.46,0.02
19990318,0.26,-0.51,-0.11,0.02
19990319,-0.11,0.16,0.6,0.02
19990322,-0.38,-0.03,0.14,0.02
19990323,-1.88,0.93,0.6,0.02
19990324,-0.42,-0.06,-0.28,0.02
19990325,1.48,-0.27,-0.44,0.02
19990326,-0.46,0.51,-0.49,0.02
19990329,1.22,-0.51,-1.13,0.02
19990330,-0.38,0.45,-0.31,0.02
19990331,-0.06,0.32,0.53,0.02
19990401,0.45,-0.4,-0.17,0.02
19990402,0.06,0.29,0.05,0.02
19990405,0.74,-0.5,-0.41,0.02
19990406,0.65,-0.37,0.3,0.02
19990407,0.35,-0.54,0.1,0.02
19990408,0.88,-0.2,-0.17,0.02
19990409,0.54,0.54,0.02,0.02
19990412,0.19,0.26,-0.12,0.02
19990413,0.2,0.9,-0.13,0.02
19990414,-0.53,0.58,1.4,0.02
19990415,-0.53,0.35,0.96,0.02
19990416,0.07,0.83,0.84,0.02
19990419,-0.98,-0.22,2.33,0.02
19990420,-0.31,-0.19,-0.73,0.02
19990421,1.09,-0.26,-1.46,0.02
19990422,1.28,-0.42,-0.69,0.02
19990423,0.14,0.46,0.09,0.02
19990426,0.45,0.21,-0.64,0.02
19990427,0.63,-0.42,0.35,0.02
19990428,-0.44,0.4,1.11,0.02
19990429,-0.44,0.49,0.46,0.02
19990430,-0.25,0.57,0.06,0.02
19990503,0.73,-0.51,0.38,0.02
19990504,-0.57,0.68,0.5,0.02
19990505,0.45,-0.03,0.18,0.02
19990506,-0.19,0.76,0.76,0.02
19990507,0.03,-0.2,-0.15,0.02
19990510,0.1,0.52,0.03,0.02
19990511,0.34,-0.07,-0.69,0.02
19990512,0.1,0.19,-0.27,0.02
19990513,0.23,-0.34,0.14,0.02
19990514,-1.74,1.14,0.17,0.02
19990517,-0.74,0.03,-0.73,0.02
19990518,0.13,0.1,0.02,0.02
19990519,0.32,-0.57,-0.26,0.02
19990520,-0.01,0.32,-0.08,0.02
19990521,-0.34,0.49,0.28,0.02
19990524,-0.86,0.51,0.69,0.02
19990525,-1.21,0.4,0.43,0.02
19990526,0.16,-0.79,-0.27,0.02
19990527,-0.81,1.13,0.21,0.02
19990528,0.62,-0.67,-0.76,0.02
19990531,0.14,-0.08,0.06,0.02
19990601,0.01,0.53,0.39,0.02
19990602,0,-0.24,-0.08,0.02
19990603,0.31,-0.28,-0.1,0.02
19990604,1.23,-0.39,-0.94,0.02
19990607,0.73,0.05,0.26,0.02
19990608,-0.03,0.53,0.37,0.02
19990609,0.19,0.33,-0.16,0.02
19990610,-0.56,0.78,0.76,0.02
19990611,0.22,-0.01,0.48,0.02
19990614,-0.83,-0.29,0.54,0.02
19990615,0.29,-0.45,0.16,0.02
19990616,1.06,-0.52,-0.82,0.02
19990617,0.87,0.03,-0.12,0.02
19990618,0.25,0.09,-0.05,0.02
19990621,0.44,0.29,-0.54,0.02
19990622,-0.47,0.79,0.04,0.02
19990623,-0.46,0.54,0.07,0.02
19990624,-0.74,0.66,0.11,0.02
19990625,-0.08,0.17,-0.05,0.02
19990628,0.48,-0.02,-0.28,0.02
19990629,0.83,-0.08,-0.63,0.02
19990630,0.86,0.48,-1.11,0.02
19990701,0.88,-0.64,-0.32,0.02
19990702,0.75,-0.02,-0.32,0.02
19990705,0.47,-0.36,0.01,0.02
19990706,-0.19,0.07,0.12,0.02
19990707,-0.1,-0.21,0.03,0.02
19990708,-0.17,0.27,0.05,0.02
19990709,0.23,0.11,-0.03,0.02
19990712,0.04,0.39,-0.07,0.02
19990713,-0.45,0.38,0.05,0.02
19990714,0.53,0.09,-0.22,0.02
19990715,0.91,-0.26,-0.44,0.02
19990716,0.09,-0.23,-0.2,0.02
19990719,0.21,0.23,0.58,0.02
19990720,-1.53,0.74,0.84,0.02
19990721,-0.05,0.28,-0.19,0.02
19990722,-1.11,0.53,0.33,0.02
19990723,-0.71,0.16,-0.02,0.02
19990726,-0.56,0.1,0.37,0.02
19990727,0.76,-0.61,-0.33,0.02
19990728,0.56,-0.03,-0.19,0.02
19990729,-1.03,0.87,0.63,0.02
19990730,0.19,0.13,0.21,0.02
19990802,-0.25,-0.27,0.18,0.02
19990803,-0.45,-0.15,0.06,0.02
19990804,-0.69,0.31,0.87,0.02
19990805,-0.69,-0.12,-0.37,0.02
19990806,-0.69,0.48,0,0.02
19990809,-0.01,-0.16,0.31,0.02
19990810,-1.06,0.61,0.11,0.02
19990811,0.77,-0.56,-0.26,0.02
19990812,0.71,-0.25,0.13,0.02
19990813,1.24,-0.81,-1.01,0.02
19990816,0.7,0.12,-0.12,0.02
19990817,0.53,-0.19,-0.5,0.02
19990818,-0.01,0.5,-0.05,0.02
19990819,-0.35,0.55,0.66,0.02
19990820,1.04,-0.56,0.15,0.02
19990823,0.94,-1.05,-0.04,0.02
19990824,0.19,0.1,-0.31,0.02
19990825,0.45,-0.3,-1.27,0.02
19990826,-0.7,0.61,-0.05,0.02
19990827,-0.44,0.5,0.18,0.02
19990830,-0.61,0.75,-0.03,0.02
19990831,-0.59,1.13,-0.32,0.02
19990901,1.06,-0.36,-0.03,0.02
19990902,-0.58,0.55,0.03,0.02
19990903,1.68,-1.06,-0.99,0.02
19990906,0.45,0.16,-0.23,0.02
19990907,-0.48,0.66,-0.16,0.02
19990908,-0.34,0.14,-0.04,0.02
19990909,0.83,0.05,0.23,0.02
19990910,-0.18,0.35,-0.42,0.02
19990913,0.11,0.76,0.11,0.02
19990914,-0.58,0.29,-0.05,0.02
19990915,-0.52,0.64,0.49,0.02
19990916,-0.75,-0.19,-0.22,0.02
19990917,0.54,-0.23,-0.5,0.02
19990920,0.28,-0.26,-0.41,0.02
19990921,-0.8,0.24,0.64,0.02
19990922,-0.62,0.06,-0.43,0.02
19990923,-0.7,0.23,0.7,0.02
19990924,-1.23,-0.44,-0.09,0.02
19990927,0.4,-0.5,-0.28,0.02
19990928,0.14,0.22,-0.46,0.02
19990929,-0.47,0.62,0.17,0.02
19990930,1.21,0.18,-0.05,0.02
19991001,0.2,0.1,-0.04,0.02
19991004,1.1,-0.84,-0.51,0.02
19991005,0.01,0.21,-0.66,0.02
19991006,0.78,-0.56,-0.73,0.02
19991007,0.27,0.13,-0.22,0.02
19991008,0.36,-0.69,-0.61,0.02
19991011,0.31,0.46,-0.43,0.02
19991012,-0.56,0.83,0.28,0.02
19991013,-1.5,0.42,0.6,0.02
19991014,-0.46,-0.31,0.18,0.02
19991015,-1.62,0.95,0.77,0.02
19991018,-1.07,-1.15,0.23,0.02
19991019,1.02,-0.64,-0.58,0.02
19991020,1.06,0.04,-1.28,0.02
19991021,-0.01,0.4,-0.19,0.02
19991022,0.98,-1.04,0.09,0.02
19991025,-0.05,0.29,-0.06,0.02
19991026,-0.28,-0.16,0.02,0.02
19991027,-0.01,-0.52,0.11,0.02
19991028,1.94,-1.67,-0.76,0.02
19991029,1.92,-0.8,-0.2,0.02
19991101,-0.26,0.77,-0.44,0.02
19991102,-0.05,0.18,0.32,0.02
19991103,0.28,0.31,-0.84,0.02
19991104,0.51,-0.47,-0.23,0.02
19991105,0.41,0.03,-0.85,0.02
19991108,0.18,0.52,-0.88,0.02
19991109,-0.17,0.5,0.07,0.02
19991110,0.87,-0.26,-0.4,0.02
19991111,0.41,-0.42,-1.37,0.02
19991112,0.39,-0.27,-0.85,0.02
19991115,0.38,0.45,-1.01,0.02
19991116,0.67,-0.59,-0.31,0.02
19991117,0.04,0.66,0.73,0.02
19991118,0.7,-0.08,-0.6,0.02
19991119,0.04,0.13,-0.19,0.02
19991122,0.17,0.46,-0.88,0.02
19991123,-0.55,-0.09,0.15,0.02
19991124,0.17,-0.69,-0.72,0.02
19991125,0.42,-0.35,-0.6,0.02
19991126,0.75,0.4,-0.56,0.02
19991129,-0.48,0.46,-0.9,0.02
19991130,-1.31,0.58,1.18,0.02
19991201,0.08,-0.35,0.32,0.02
19991202,0.32,0.04,-0.65,0.02
19991203,1.45,-0.65,-0.9,0.02
19991206,0.48,0.61,-0.74,0.02
19991207,-0.08,0.27,-0.26,0.02
19991208,-0.25,0.55,-0.61,0.02
19991209,0.04,-0.47,-0.31,0.02
19991210,0.22,0.24,-0.31,0.02
19991213,-0.02,0.7,-0.64,0.02
19991214,-0.94,-0.3,0.38,0.02
19991215,0.01,-1.17,0.78,0.02
19991216,0.83,-0.2,-0.39,0.02
19991217,0.28,-0.15,-0.62,0.02
19991220,0.15,-0.2,-0.17,0.02
19991221,0.44,-0.26,-0.41,0.02
19991222,0.86,-0.2,-0.31,0.02
19991223,1.2,-0.8,-0.06,0.02
19991224,0.15,-0.17,-0.2,0.02
19991227,0.06,0.76,-0.27,0.02
19991228,0.33,-0.05,-0.34,0.02
19991229,0.61,0.52,-0.55,0.02
19991230,0.54,0.22,-0.13,0.02
19991231,0.23,0.47,0.17,0.02
20000103,0.21,0.83,-0.77,0.02
20000104,-3.18,0.76,1.46,0.02
20000105,-1.51,0.13,1.37,0.02
20000106,-1.02,0.14,1.02,0.02
20000107,2.08,-0.56,-0.98,0.02
20000110,1.26,0.51,-1.39,0.02
20000111,-0.15,0.1,-0.18,0.02
20000112,-0.56,0.15,0.14,0.02
20000113,0.84,0.39,-0.53,0.02
20000114,0.72,0.07,-0.73,0.02
20000117,0.66,0.54,-0.35,0.02
20000118,-0.88,1.55,-0.21,0.02
20000119,-0.26,0.55,-0.18,0.02
20000120,-0.16,1.21,-0.54,0.02
20000121,-0.29,0.6,-0.26,0.02
20000124,-1.22,0.78,-0.04,0.02
20000125,-0.56,-0.13,-0.4,0.02
20000126,0.42,-0.15,-0.05,0.02
20000127,0.14,-0.63,0.01,0.02
20000128,-2.07,0.17,0.61,0.02
20000131,0.17,-1.19,-0.07,0.02
20000201,0.86,0.12,-0.92,0.02
20000202,0.72,0.42,-0.3,0.02
20000203,1.69,0.15,-1.02,0.02
20000204,0.15,0.78,-0.71,0.02
20000207,-0.15,1.11,-0.75,0.02
20000208,1.06,0.2,-1.57,0.02
20000209,-0.48,1.06,-0.39,0.02
20000210,-0.28,0.67,-0.59,0.02
20000211,-0.73,0.93,0.2,0.02
20000214,-0.5,0.54,-0.38,0.02
20000215,-0.2,0.19,-0.36,0.02
20000216,0.05,0.55,0.24,0.02
20000217,0.59,0.77,-1.16,0.02
20000218,-1.59,1.06,0.36,0.02
20000221,-0.66,0.29,-0.2,0.02
20000222,0.09,-0.42,-0.11,0.02
20000223,1.06,-0.07,-0.87,0.02
20000224,-0.17,0.85,-0.69,0.02
20000225,-0.05,0.5,-0.17,0.02
20000228,0.06,-0.25,0.26,0.02
20000229,0.8,0.83,-0.48,0.02
20000301,1.7,0.57,-0.12,0.02
20000302,0.21,-0.04,-0.34,0.02
20000303,0.97,0.39,-1.24,0.02
20000306,-0.45,0.65,0.19,0.02
20000307,-1.12,0.15,1.12,0.02
20000308,-0.1,-0.21,-0.31,0.02
20000309,1.47,-0.02,-0.83,0.02
20000310,-0.07,0.32,0.19,0.02
20000313,-1.93,-0.39,1.53,0.02
20000314,-0.74,-0.92,0.8,0.02
20000315,0.01,-2.32,0.94,0.02
20000316,3.12,-2.84,0.98,0.02
20000317,0.71,0.44,-0.8,0.02
20000320,-0.3,-1.13,0.48,0.02
20000321,0.58,-1.85,0.27,0.02
20000322,0.54,1.02,-0.84,0.02
20000323,0.84,-0.7,0.12,0.02
20000324,0.71,-0.44,0.16,0.02
20000327,-0.28,0.27,-0.04,0.02
20000328,-0.34,-0.63,0.66,0.02
20000329,-0.24,-1.36,1.32,0.02
20000330,-1.59,-0.7,1.77,0.02
20000331,0.94,-0.19,0.66,0.02
20000403,-1.12,-2.06,1.72,0.02
20000404,-0.78,-1.81,1.57,0.02
20000405,-0.76,0.39,0.38,0.02
20000406,0.95,1.5,-1.62,0.02
20000407,1.05,0.9,-1.48,0.02
20000410,-0.39,-1.33,0.92,0.02
20000411,-1.27,-1.18,1.85,0.02
20000412,-1.21,-0.9,2.25,0.02
20000413,-1.56,-0.22,1.37,0.02
20000414,-3.77,-0.28,2.54,0.02
20000417,-0.45,-2.34,-1.16,0.02
20000418,2.35,0.76,-1.61,0.02
20000419,0.02,1.08,-0.62,0.02
20000420,0.24,-0.32,0.37,0.02
20000421,0.1,0.06,-0.65,0.02
20000424,-0.21,-1.14,1.08,0.02
20000425,1.62,-0.54,-0.73,0.02
20000426,-0.21,0.33,0.26,0.02
20000427,-0.5,0.74,-0.64,0.02
20000428,0.17,0.86,-0.58,0.02
20000501,1.07,0.44,-0.41,0.02
20000502,-0.42,0.1,0.4,0.02
20000503,-1.99,0.53,0.48,0.02
20000504,-0.1,0.32,0.48,0.02
20000505,0.98,0.25,-0.54,0.02
20000508,-0.74,-0.42,1.12,0.02
20000509,-0.98,-0.12,0.95,0.02
20000510,-2,-0.31,1.61,0.02
20000511,0.79,-0.16,-0.22,0.02
20000512,1.6,-0.02,-0.41,0.02
20000515,0.46,-0.4,0.16,0.02
20000516,1,-0.15,-0.83,0.02
20000517,-1.28,0.55,0.54,0.02
20000518,-0.76,-0.19,0.81,0.02
20000519,-1.94,0.47,1.63,0.02
20000522,-1.27,-0.77,1.12,0.02
20000523,-0.91,-0.71,1.46,0.02
20000524,0.11,-1.28,-0.65,0.02
20000525,0.22,0.27,-0.2,0.02
20000526,0.27,0.15,-0.16,0.02
20000529,0.23,-0.05,0.03,0.02
20000530,2.28,0.07,-1.89,0.02
20000531,0.21,0.29,0,0.02
20000601,1.51,-0.25,-0.87,0.02
20000602,2.73,0.44,-1.76,0.02
20000605,0.07,1,-0.33,0.02
20000606,-0.2,0.55,0.51,0.02
20000607,0.59,0.09,-0.03,0.02
20000608,-0.52,0.38,0.23,0.02
20000609,-0.22,0.85,-0.09,0.02
20000612,-0.48,-0.26,0.97,0.02
20000613,0.61,-0.51,-0.29,0.02
20000614,0,-0.11,0.18,0.02
20000615,-0.23,0.19,-0.48,0.02
20000616,-0.19,0.63,-0.1,0.02
20000619,0.8,-0.41,-0.42,0.02
20000620,0.26,0.23,-0.34,0.02
20000621,-0.25,0.06,0.05,0.02
20000622,-1.26,0.36,0.63,0.02
20000623,-0.72,0.04,0.52,0.02
20000626,0.27,0.2,-0.25,0.02
20000627,0.18,0,0.48,0.02
20000628,0.29,0.54,-0.06,0.02
20000629,-0.51,0.37,1.03,0.02
20000630,0.55,0.39,-1.01,0.02
20000703,0.9,-0.46,1.18,0.02
20000704,0,0.04,-0.08,0.02
20000705,-1.11,0.33,0.9,0.02
20000706,0.24,-0.46,0.45,0.02
20000707,1.15,-0.77,-0.49,0.02
20000710,0.33,0.33,0.33,0.02
20000711,-0.01,-0.2,0.6,0.02
20000712,0.42,-0.21,-0.39,0.02
20000713,0.02,-0.02,-0.8,0.02
20000714,0.75,-0.07,-0.77,0.02
20000717,0.16,0.52,-1.22,0.02
20000718,-1.54,0.19,0.76,0.02
20000719,-0.73,-0.3,1.07,0.02
20000720,1.24,-0.04,-0.84,0.02
20000721,-1.15,0.09,0.77,0.02
20000724,-0.96,-0.28,0.84,0.02
20000725,0.22,-0.46,0.36,0.02
20000726,-0.63,0.35,0.57,0.02
20000727,-1.4,-0.65,1.67,0.02
20000728,-2.03,0,1.39,0.02
20000731,0.8,-0.46,-0.28,0.02
20000801,-0.04,-0.49,0.78,0.02
20000802,0.13,-0.16,0.53,0.02
20000803,-0.15,-0.68,0.5,0.02
20000804,0.68,-0.31,0.61,0.02
20000807,1.04,-0.51,-0.24,0.02
20000808,-0.06,-0.2,0.05,0.02
20000809,0.07,0.04,0.32,0.02
20000810,-0.45,0.07,0.56,0.02
20000811,0.4,0.29,0.1,0.02
20000814,0.9,-0.39,-0.34,0.02
20000815,0.12,0.14,0.07,0.02
20000816,0.16,0.3,0.17,0.02
20000817,0.34,-0.08,-0.54,0.02
20000818,-0.33,0.25,-0.1,0.02
20000821,-0.1,0.08,-0.36,0.02
20000822,0.14,-0.06,0.2,0.02
20000823,0.53,-0.08,-0.87,0.02
20000824,0.21,0.49,-0.44,0.02
20000825,0.21,0.26,-0.46,0.02
20000828,0.38,-0.21,-0.61,0.02
20000829,-0.31,0.41,-0.15,0.02
20000830,-0.24,0.49,-0.03,0.02
20000831,0.49,0.27,-1.07,0.02
20000901,1.19,-0.07,-0.61,0.02
20000904,0.16,0.07,-0.43,0.02
20000905,-1.04,0.29,0.99,0.02
20000906,-1.49,0.2,1.48,0.02
20000907,0.56,0.03,-0.49,0.02
20000908,-0.95,0.08,0.72,0.02
20000911,-0.9,-0.39,1.2,0.02
20000912,-0.42,-0.21,0.6,0.02
20000913,-0.14,-0.11,-0.14,0.02
20000914,0.34,0.49,-0.87,0.02
20000915,-1.12,0.1,0.69,0.02
20000918,-1.3,-0.37,0.9,0.02
20000919,0.57,-0.49,-0.73,0.02
20000920,-0.36,0.39,-0.3,0.02
20000921,-0.46,-0.21,0.28,0.02
20000922,0.01,-0.35,0.13,0.02
20000925,0.16,-0.06,0.5,0.02
20000926,-0.5,-0.12,1.05,0.02
20000927,-0.19,-0.57,0.85,0.02
20000928,0.91,-0.34,-0.26,0.02
20000929,-0.32,0.65,1.1,0.02
20001002,-0.23,-1.13,0.86,0.03
20001003,-0.51,-0.35,1.1,0.03
20001004,0.12,-0.36,-0.39,0.03
20001005,-0.19,-0.62,0.27,0.03
20001006,-1.43,0.27,0.73,0.03
20001009,-0.78,-0.08,0.68,0.03
20001010,-0.69,-0.25,0.94,0.03
20001011,-1.94,-0.04,1.37,0.03
20001012,-1.65,0.17,0.82,0.03
20001013,1.73,-1.29,-1.27,0.03
20001016,0.23,0.32,-0.91,0.03
20001017,-1.38,0.19,0.55,0.03
20001018,-1.52,-0.6,1.4,0.03
20001019,2.56,-0.69,-2.02,0.03
20001020,0.97,0.38,-0.84,0.03
20001023,-0.05,-0.06,0.31,0.03
20001024,0.49,-0.49,0.46,0.03
20001025,-2.16,0,1.7,0.03
20001026,-0.14,0.27,0.03,0.03
20001027,0.94,-0.63,0.2,0.03
20001030,0.29,-0.82,1.86,0.03
20001031,1.92,-0.28,-0.8,0.03
20001101,0.65,0.33,-0.2,0.02
20001102,0.44,0.6,-0.81,0.02
20001103,0.41,0.55,-0.35,0.02
20001106,0.14,-0.36,0.18,0.02
20001107,-0.05,0.05,0.29,0.02
20001108,-1.3,0.41,1.47,0.02
20001109,-0.74,0.05,0.7,0.02
20001110,-2.18,-0.06,2.22,0.02
20001113,-1.51,-0.36,2.02,0.02
20001114,1.96,-0.62,-1.82,0.02
20001115,0.46,-0.24,-0.33,0.02
20001116,-1.35,-0.19,1.71,0.02
20001117,-0.53,0.16,0.48,0.02
20001120,-1.84,0.17,1.56,0.02
20001121,-0.26,-0.99,0.71,0.02
20001122,-1.88,0.11,1.9,0.02
20001123,0,-0.42,0.11,0.02
20001124,1.3,0.22,-1.17,0.02
20001127,1.11,0.02,-0.59,0.02
20001128,-1.18,-0.58,2.03,0.02
20001129,-0.3,-1.05,1.13,0.02
20001130,-0.92,-0.03,1.73,0.02
20001201,0.86,0.87,-0.33,0.02
20001204,0.12,-0.47,0.47,0.02
20001205,2.59,-0.89,-2.61,0.02
20001206,-0.28,0.85,0.08,0.02
20001207,-0.75,-0.16,1,0.02
20001208,1.61,0.04,-0.82,0.02
20001211,0.93,-0.18,-0.6,0.02
20001212,-0.7,-0.19,0.55,0.02
20001213,-0.92,-0.16,0.98,0.02
20001214,-1.06,0.67,0.49,0.02
20001215,-1.69,0.44,1.5,0.02
20001218,0.38,-0.74,1.51,0.02
20001219,-0.86,-0.58,1.58,0.02
20001220,-2.57,0.2,2.87,0.02
20001221,-0.09,-0.54,1.02,0.02
20001222,1.9,0.17,-1.55,0.02
20001225,0.38,0.08,-0.03,0.02
20001226,0.36,-0.2,0.61,0.02
20001227,1.08,0.01,0.1,0.02
20001228,0.52,0.82,-0.02,0.02
20001229,-0.3,0.53,0.42,0.02
20010101,0,0.01,0.01,0.02
20010102,-1.92,0.38,2.02,0.02
20010103,1.7,-1.08,-2.21,0.02
20010104,0.35,0.17,-0.2,0.02
20010105,-1.38,0.23,1.54,0.02
20010108,-0.65,-0.46,1.26,0.02
20010109,-0.47,0.04,-0.19,0.02
20010110,0.28,0.17,-0.36,0.02
20010111,1.16,0.49,-2.29,0.02
20010112,-0.05,0.78,-0.93,0.02
20010115,-0.14,0.07,-0.15,0.02
20010116,0.27,0.85,-0.19,0.02
20010117,0.59,-0.16,-1.45,0.02
20010118,1.14,-0.02,-1.58,0.02
20010119,-0.42,0.45,-0.66,0.02
20010122,0.26,0.2,0.33,0.02
20010123,0.56,-0.18,0.32,0.02
20010124,-0.1,-0.35,-0.22,0.02
20010125,-0.2,0.14,0.91,0.02
20010126,-0.23,-0.04,0.37,0.02
20010129,0.45,0.27,-0.08,0.02
20010130,0.73,0.25,-0.29,0.02
20010131,-0.02,0.43,0.13,0.02
20010201,0.17,0,0.7,0.02
20010202,-1.37,0.46,1.63,0.02
20010205,-0.07,-0.33,0.89,0.02
20010206,-0.09,0.37,-0.47,0.02
20010207,-0.95,0.4,1.04,0.02
20010208,-0.89,0.01,0.63,0.02
20010209,-0.87,0.31,1.37,0.02
20010212,1.03,-0.25,-0.18,0.02
20010213,-0.83,0.41,1.05,0.02
20010214,-0.5,0.2,0.31,0.02
20010215,0.5,-0.09,-0.96,0.02
20010216,-1.43,0.64,1.51,0.02
20010219,-0.04,0.07,0.22,0.02
20010220,-1.34,0.44,1.04,0.02
20010221,-1.5,0.01,0.91,0.02
20010222,-0.63,-0.69,0.79,0.02
20010223,0.03,0.66,0.2,0.02
20010226,1.05,-0.33,-0.21,0.02
20010227,-0.42,-0.11,1.21,0.02
20010228,-0.9,0.05,1.04,0.02
20010301,-0.27,-0.29,0.32,0.02
